iem_cd,name,ticker,sector,industry,up52wk,down52wk,변동률(%),sector2
US86722A1034,"SunCoke Energy, Inc.",SXC,Basic Materials,Coking Coal,9.82,5.72,71.67832168,철강
US08862E1091,"Beyond Meat, Inc.",BYND,Consumer Defensive,Packaged Foods,109.95,14.28,669.9579832,제조
US00123Q1040,AGNC Investment Corp.,AGNC,Real Estate,REIT—Mortgage,16.75,8.39,99.64243147,금융업
US09260D1072,Blackstone Inc.,BX,Financial Services,Asset Management,149.78,81.66,83.41905462,금융업
US46527C1009,"IT Tech Packaging, Inc.",ITP,Basic Materials,Paper & Paper Products,6,0.72,733.3333333,제조
US00846U1016,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,165.68,112.52,47.24493423,의료/의약
US09260K1016,BlackRock Science and Technology Trust II,BSTZ,Financial Services,Asset Management,43.76,17.44,150.9174312,금융업
CA7063271034,Pembina Pipeline Corporation,PPL.TO,Energy,Oil & Gas Midstream,53.58,37.02,44.73257699,화학
MHY7542C1306,Scorpio Tankers Inc.,STNG,Energy,Oil & Gas Midstream,46.3,11.02,320.1451906,화학
US8574771031,State Street Corporation,STT,Financial Services,Asset Management,104.87,58.8,78.35034014,금융업
US3546131018,"Franklin Resources, Inc.",BEN,Financial Services,Asset Management,38.27,21.99,74.03365166,금융업
CA2960061091,Ero Copper Corp.,ERO.TO,Basic Materials,Copper,25.83,10.54,145.0664137,철강
US03676B1026,Antero Midstream Corporation,AM,Energy,Oil & Gas Midstream,11.71,8.56,36.79906542,화학
US28106W1036,"Editas Medicine, Inc.",EDIT,Healthcare,Biotechnology,42.11,9.59,339.1032325,의료/의약
US45826J1051,"Intellia Therapeutics, Inc.",NTLA,Healthcare,Biotechnology,143.92,37.08,288.1337648,의료/의약
US9100471096,"United Airlines Holdings, Inc.",UAL,Industrials,Airlines,54.52,30.54,78.5199738,서비스/오락/문화
US54405Q1004,Lordstown Motors Corp.,RIDE,Consumer Cyclical,Auto Manufacturers,8.81,1.485,493.2659933,제조
KYG6683N1034,Nu Holdings Ltd.,NU,Financial Services,Banks—Diversified,12.24,3.26,275.4601227,금융업
US49456B1017,"Kinder Morgan, Inc.",KMI,Energy,Oil & Gas Midstream,20.2,15.01,34.5769487,화학
US4943681035,Kimberly-Clark Corporation,KMB,Consumer Defensive,Household & Personal Products,145.79,114.87,26.91738487,제조
US8288061091,"Simon Property Group, Inc.",SPG,Real Estate,REIT—Retail,171.12,86.02,98.93048128,금융업
US6974351057,"Palo Alto Networks, Inc.",PANW,Technology,Software—Infrastructure,213.63,140.52,52.02818104,IT
US2252651078,"Creatd, Inc.",CRTD,Communication Services,Internet Content & Information,9.8,0.06,16233.33333,서비스/오락/문화
US8716071076,"Synopsys, Inc.",SNPS,Technology,Software—Infrastructure,391.17,255.02,53.38796957,IT
US9113121068,"United Parcel Service, Inc.",UPS,Industrials,Integrated Freight & Logistics,233.72,160.11,45.97464243,운송/운수
CNE1000007Q1,PetroChina Company Limited,601857.SS,Energy,Oil & Gas Integrated,6.47,4.64,39.43965517,화학
CNE0000018G1,China Petroleum & Chemical Corporation,600028.SS,Energy,Oil & Gas Integrated,4.67,3.96,17.92929293,화학
US53814L1089,Livent Corporation,LTHM,Basic Materials,Specialty Chemicals,36.38,19.35,88.01033592,화학
US03524A1088,Anheuser-Busch InBev SA/NV,BUD,Consumer Defensive,Beverages—Brewers,67.91,44.68,51.9919427,제조
US59134N1046,Meta Materials Inc.,MMAT,Technology,Electronic Components,5.88,0.64,818.75,전기/전자
CA53634Q2045,Liquid Media Group Ltd.,YVR,Communication Services,Electronic Gaming & Multimedia,1.94,0.33,487.8787879,서비스/오락/문화
US88025U1097,"10x Genomics, Inc.",TXG,Healthcare,Health Information Services,187.85,28.21,565.8986175,의료/의약
US6294441000,"NRx Pharmaceuticals, Inc.",NRXP,Healthcare,Biotechnology,13.49,0.49,2653.061224,의료/의약
CA00288U1066,AbCellera Biologics Inc.,ABCL,Healthcare,Biotechnology,19.41,5.42,258.1180812,의료/의약
US2948216088,Telefonaktiebolaget LM Ericsson,publ,Technology,Communication Equipment,12.78,5.65,126.1946903,방송/통신
US68247W1099,"One Stop Systems, Inc.",OSS,Technology,Computer Hardware,5.69,3.131,81.73107633,제조
US67079K1007,NuScale Power Corporation,SMR,Industrials,Specialty Industrial Machinery,15.85,8.87,78.69222097,기계
KYG070341048,"Baidu, Inc.",9888.HK,Communication Services,Internet Content & Information,178.9,99,80.70707071,서비스/오락/문화
US6475811070,New Oriental Education & Technology Group Inc.,EDU,Consumer Defensive,Education & Training Services,29.8,8.4,254.7619048,서비스/오락/문화
US62913M1071,NGL Energy Partners LP,NGL,Energy,Oil & Gas Midstream,2.91,1.21,140.4958678,화학
US6701002056,Novo Nordisk A/S,NVO,Healthcare,Biotechnology,122.16,91.51,33.49360726,의료/의약
US2060221056,"Concert Pharmaceuticals, Inc.",CNCE,Healthcare,Biotechnology,7.37,2.57,186.770428,의료/의약
US6655313079,"Northern Oil and Gas, Inc.",NOG,Energy,Oil & Gas E&P,39.1,17.52,123.173516,화학
US43114Q1058,"HighPeak Energy, Inc.",HPK,Energy,Oil & Gas E&P,38.21,8.95,326.9273743,화학
US2057683029,"Comstock Resources, Inc.",CRK,Energy,Oil & Gas E&P,22.11,6.88,221.3662791,화학
US0138721065,Alcoa Corporation,AA,Basic Materials,Aluminum,98.09,33.7,191.0682493,철강
US8610121027,STMicroelectronics N.V.,STM,Technology,Semiconductors,52.15,28.35,83.95061728,전기/전자
AU0000142929,Global Lithium Resources Limited,GL1.AX,Basic Materials,Other Industrial Metals & Mining,2.94,0.345,752.173913,철강
AU0000081341,Ionic Rare Earths Limited,IXR.AX,Basic Materials,Gold,0.098,0.033,196.969697,철강
KYG7800X1079,Sands China Ltd.,1928.HK,Consumer Cyclical,Resorts & Casinos,24.9,13.52,84.17159763,서비스/오락/문화
FR0000121014,"LVMH Mo챘t Hennessy - Louis Vuitton, Soci챕t챕 Europ챕enne",MC.PA,Consumer Cyclical,Luxury Goods,758.5,535,41.77570093,서비스/오락/문화
US66979P2011,"Nova LifeStyle, Inc.",NVFY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2.71,0.63,330.1587302,제조
US25382P2083,"Digital Ally, Inc.",DGLY,Industrials,Security & Protection Services,1.6,0.45,255.5555556,제조
JP3505970008,W-SCOPE Corporation,6619.T,Industrials,Electrical Equipment & Parts,"3,175.00",687,362.154294,전기/전자
US92840H2022,"VistaGen Therapeutics, Inc.",VTGN,Healthcare,Biotechnology,2.78,0.14,1885.714286,의료/의약
KYG875721634,Tencent Holdings Limited,0700.HK,Communication Services,Internet Content & Information,515,263.6,95.37177542,서비스/오락/문화
US6742152076,Chord Energy Corporation,CHRD,Energy,Oil & Gas E&P,181.34,93.35,94.25816818,화학
CA22576C1014,Crescent Point Energy Corp.,CPG.TO,Energy,Oil & Gas E&P,13.74,5.22,163.2183908,화학
US03212B1035,Amplify Energy Corp.,AMPY,Energy,Oil & Gas E&P,9.86,2.6,279.2307692,화학
US13123X5086,Callon Petroleum Company,CPE,Energy,Oil & Gas E&P,66.48,31.23,112.8722382,화학
US82836G1022,"SilverBow Resources, Inc.",SBOW,Energy,Oil & Gas E&P,49.91,19,162.6842105,화학
US21833P1030,"Corbus Pharmaceuticals Holdings, Inc.",CRBP,Healthcare,Biotechnology,1.11,0.15,640,의료/의약
US72303P1075,Pineapple Energy Inc.,PEGY,Technology,Solar,34.2,0.89,3742.696629,기타
US6501941032,"NewAge, Inc.",NBEVQ,Consumer Defensive,Beverages—Non-Alcoholic,1.74,0.01,17300,제조
US09077A1060,"Biomea Fusion, Inc.",BMEA,Healthcare,Biotechnology,14.2,2.84,400,의료/의약
US1252691001,"CF Industries Holdings, Inc.",CF,Basic Materials,Agricultural Inputs,119.6,55.29,116.3139808,기타
US7045511000,Peabody Energy Corporation,BTU,Energy,Thermal Coal,33.29,8.58,287.995338,화학
MHY8162K2046,Star Bulk Carriers Corp.,SBLK,Industrials,Marine Shipping,33.99,16.85,101.7210682,운송/운수
CA8672241079,Suncor Energy Inc.,SU.TO,Energy,Oil & Gas Integrated,53.62,26.29,103.9558768,화학
US5657881067,"Marathon Digital Holdings, Inc.",MARA,Financial Services,Capital Markets,83.45,5.2,1504.807692,금융업
US22788C1053,"CrowdStrike Holdings, Inc.",CRWD,Technology,Software—Infrastructure,298.48,130,129.6,IT
US49639K1016,Kingsoft Cloud Holdings Limited,KC,Technology,Software & Applicationpplication,31.99,1.77,1707.344633,IT
US36151G1058,GBS Inc.,GBS,Healthcare,Medical Devices,2.89,0.36,702.7777778,의료/의약
US0937121079,Bloom Energy Corporation,BE,Industrials,Electrical Equipment & Parts,37.01,11.47,222.6678291,전기/전자
US15687V1098,"Certara, Inc.",CERT,Healthcare,Health Information Services,45.48,12.58,261.5262321,의료/의약
US23804L1035,"Datadog, Inc.",DDOG,Technology,Software & Applicationpplication,199.68,81.12,146.1538462,IT
HK0154000803,Beijing Enterprises Environment Group Limited,0154.HK,Industrials,Waste Management,0.79,0.38,107.8947368,제조
JP3633400001,Toyota Motor Corporation,7203.T,Consumer Cyclical,Auto Manufacturers,"2,475.00","1,805.00",37.11911357,제조
US7761531083,"Romeo Power, Inc.",RMO,Consumer Cyclical,Auto Parts,5.55,0.41,1253.658537,IT
JP3854600008,"Honda Motor Co., Ltd.",7267.T,Consumer Cyclical,Auto Manufacturers,"3,755.00","3,043.00",23.39796254,제조
JP3585800000,"Tokyo Electric Power Company Holdings, Incorporated",9501.T,Utilities,Utilities—Renewable,664,285,132.9824561,기타
US9831341071,"Wynn Resorts, Limited",WYNN,Consumer Cyclical,Resorts & Casinos,99,50.2,97.21115538,서비스/오락/문화
JE00BYSS4X48,NovoCure Limited,NVCR,Healthcare,Medical Instruments & Supplies,124.35,56.39,120.5178223,의료/의약
US69291A1007,PHX Minerals Inc.,PHX,Energy,Oil & Gas E&P,4.98,2.07,140.5797101,화학
US12662P1084,"CVR Energy, Inc.",CVI,Energy,Oil & Gas Refining & Marketing,43.61,14.51,200.5513439,화학
US20337X1090,"CommScope Holding Company, Inc.",COMM,Technology,Communication Equipment,13.75,5.56,147.3021583,방송/통신
US26142V1052,DraftKings Inc.,DKNG,Consumer Cyclical,Gambling,51.3,9.77,425.0767656,서비스/오락/문화
US21676P1030,Cooper-Standard Holdings Inc.,CPS,Consumer Cyclical,Auto Parts,28.06,3.53,694.9008499,IT
US96524V1061,"WhiteHorse Finance, Inc.",WHF,Financial Services,Asset Management,16.22,10.86,49.35543278,금융업
US1724641097,Sisecam Resources LP,SIRE,Basic Materials,Chemicals,23.53,14.1,66.87943262,화학
US8722801029,"Carlyle Secured Lending, Inc.",CGBD,Financial Services,Asset Management,14.96,11.43,30.88363955,금융업
US84741T1043,"Special Opportunities Fund, Inc.",SPE,Financial Services,Asset Management,16.27,10.96,48.44890511,금융업
US2698081013,Eagle Point Credit Company Inc.,ECC,Financial Services,Asset Management,15.54,10.4,49.42307692,금융업
US7982411057,San Juan Basin Royalty Trust,SJT,Energy,Oil & Gas E&P,15.43,5.08,203.7401575,화학
US16934Q2084,Chimera Investment Corporation,CIM,Real Estate,REIT—Mortgage,16.85,4.94,241.0931174,금융업
US67401P1084,Oaktree Specialty Lending Corporation,OCSL,Financial Services,Credit Services,7.81,5.87,33.04940375,금융업
US78590A1097,Sachem Capital Corp.,SACH,Real Estate,REIT—Mortgage,6.55,3.23,102.7863777,금융업
US89677Y1001,TriplePoint Venture Growth BDC Corp.,TPVG,Financial Services,Asset Management,19.25,10.41,84.91834774,금융업
CNE100001526,BYD Company Limited,002594.SZ,Consumer Cyclical,Auto Manufacturers,358.86,209.43,71.35080934,제조
US29414B1044,"EPAM Systems, Inc.",EPAM,Technology,Information Technology Services,725.4,168.59,330.2746308,IT
US5906721015,Mesabi Trust,MSB,Basic Materials,Steel,37.36,20,86.8,철강
US76133Q1022,Retail Value Inc.,RVIC,Real Estate,REIT—Retail,3.49,0.081,4208.641975,금융업
CNE100002BR3,"Yunnan Energy New Material Co., Ltd.",002812.SZ,Consumer Cyclical,Packaging & Containers,313.73,162,93.66049383,제조
US1551231020,Central Securities Corp.,CET,Financial Services,Asset Management,45.14,33.13,36.2511319,금융업
CNE100003LF5,"Ningxia Baofeng Energy Group Co., Ltd.",600989.SS,Basic Materials,Chemicals,18.82,11.98,57.0951586,화학
CNE100001QQ5,"Midea Group Co., Ltd.",000333.SZ,Consumer Cyclical,"Furnishings, Fixtures & Appliances",80.88,49.31,64.02352464,전기/전자
CNE0000014W7,"Jiangsu Hengrui Medicine Co., Ltd.",600276.SS,Healthcare,Drug Manufacturers—General,55.54,27,105.7037037,의료/의약
US24664T1034,"Delek Logistics Partners, LP",DKL,Energy,Oil & Gas Midstream,64.47,39,65.30769231,화학
US55272X1028,"MFA Financial, Inc.",MFA,Real Estate,REIT—Mortgage,19.04,8.03,137.1108344,금융업
CNE000001DZ5,"Shenghe Resources Holding Co., Ltd",600392.SS,Basic Materials,Other Industrial Metals & Mining,23.35,12.51,86.65067946,철강
US59564R3021,Midatech Pharma plc,5MPD.F,Healthcare,Biotechnology,7.55,0.53,1324.528302,의료/의약
MHY622674098,Navios Maritime Partners L.P.,NMM,Industrials,Marine Shipping,37.16,19.71,88.53373922,운송/운수
US9497461015,Wells Fargo & Company,WFC,Financial Services,Banks—Diversified,60.3,36.54,65.02463054,금융업
US03938L2034,ArcelorMittal S.A.,MT,Basic Materials,Steel,37.87,19.25,96.72727273,철강
US8308791024,"SkyWest, Inc.",SKYW,Industrials,Airlines,53.05,15.83,235.1231838,서비스/오락/문화
US00402L1070,"Academy Sports and Outdoors, Inc.",ASO,Consumer Cyclical,Specialty Retail,51.51,25.1,105.2191235,유통
US65441V1017,"Nine Energy Service, Inc.",NINE,Energy,Oil & Gas Equipment & Services,8.1,0.794,920.1511335,화학
GB00BZ09BD16,Atlassian Corporation Plc,TEAM,Technology,Software & Applicationpplication,483.13,159.54,202.8268773,IT
US5010441013,The Kroger Co.,KR,Consumer Defensive,Grocery Stores,62.78,38.22,64.25954997,유통
US83192H1068,"SmileDirectClub, Inc.",SDC,Healthcare,Medical Instruments & Supplies,7.09,0.945,650.2645503,의료/의약
US6840233026,"Oragenics, Inc.",OGEN,Healthcare,Biotechnology,0.77,0.22,250,의료/의약
NL0010872495,ProQR Therapeutics N.V.,PRQR,Healthcare,Biotechnology,8.67,0.53,1535.849057,의료/의약
KYG6055H1149,Meten Holding Group Ltd.,METX,Consumer Defensive,Education & Training Services,2.44,0.09,2611.111111,서비스/오락/문화
US46323Q1058,"IronNet, Inc.",IRNT,Technology,Software—Infrastructure,17,0.7058,2308.614338,IT
US29415J1060,enVVeno Medical Corporation,NVNO,Healthcare,Medical Devices,10.7,3.35,219.4029851,의료/의약
US5398301094,Lockheed Martin Corporation,LMT,Industrials,Aerospace & Defense,479.99,324.23,48.03997163,제조
CA09088U1093,Birks Group Inc.,BGI,Consumer Cyclical,Luxury Goods,8.77,2.73,221.2454212,서비스/오락/문화
KYG3932F1063,"Sunrise New Energy Co., Ltd.",EPOW,Industrials,Consulting Services,6.42,1.05,511.4285714,제조
CA91702V1013,Uranium Royalty Corp.,URC.V,Energy,Uranium,7.31,2.76,164.8550725,화학
US85571B1052,"Starwood Property Trust, Inc.",STWD,Real Estate,REIT—Mortgage,26.36,18.3,44.04371585,금융업
KYG8985W1042,TradeGo FinTech Limited,8017.HK,Technology,Software—Infrastructure,1.7,0.54,214.8148148,IT
US5128071082,Lam Research Corporation,LRCX,Technology,Semiconductor Equipment & Materials,731.85,364.23,100.9307306,전기/전자
US57778K1051,Maxar Technologies Inc.,MAXR,Technology,Communication Equipment,40.48,17.51,131.1821816,방송/통신
US6174464486,Morgan Stanley,MS,Financial Services,Capital Markets,109.73,72.05,52.29701596,금융업
US70261F1030,Pasithea Therapeutics Corp.,KTTA,Healthcare,Biotechnology,8.5,0.811,948.0887793,의료/의약
US7743741024,"Rockwell Medical, Inc.",RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,7.15,1.17,511.1111111,의료/의약
KYG592901097,MDJM Ltd,MDJH,Real Estate,Real Estate Services,5.06,1.31,286.259542,건설업
US4627261005,iRobot Corporation,IRBT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",98.86,35.41,179.1866704,제조
US48238T1097,"KAR Auction Services, Inc.",KAR,Consumer Cyclical,Auto & Truck Dealerships,22.1,11.18,97.6744186,기타
US58936H1095,Mercurity Fintech Holding Inc.,MFH,Financial Services,Capital Markets,3.78,0.495,663.6363636,금융업
KYG0369L1014,Anghami Inc.,ANGH,Communication Services,Entertainment,33.13,2.29,1346.724891,서비스/오락/문화
US29280W1099,"Energy Vault Holdings, Inc.",NRGV,Utilities,Utilities—Renewable,22.1,3.97,456.675063,기타
US36850R2040,"Gelesis Holdings, Inc.",GLS,Healthcare,Biotechnology,12.23,1.01,1110.891089,의료/의약
US67080T1088,"Nuvectis Pharma, Inc.",NVCT,Healthcare,Biotechnology,20.92,3.08,579.2207792,의료/의약
US9311421039,Walmart Inc.,WMT,Consumer Defensive,Discount Stores,160.77,117.27,37.0938859,유통
US9026531049,"UDR, Inc.",UDR,Real Estate,REIT—Residential,61.06,40.42,51.06382979,금융업
US8621211007,STORE Capital Corporation,STOR,Real Estate,REIT—Diversified,36.13,24.48,47.58986928,금융업
US68622V1061,Organon & Co.,OGN,Healthcare,Drug Manufacturers—General,39.47,23.38,68.81950385,의료/의약
US7443201022,"Prudential Financial, Inc.",PRU,Financial Services,Insurance—Life,124.22,85.46,45.35455184,금융업
US0556221044,BP p.l.c.,BP,Energy,Oil & Gas Integrated,34.3,25.33,35.41255428,화학
US05352A1007,"Avantor, Inc.",AVTR,Basic Materials,Specialty Chemicals,42.48,19.81,114.437153,화학
CA7800871021,Royal Bank of Canada,RY.TO,Financial Services,Banks—Diversified,149.6,118.24,26.52232747,금융업
US8825081040,Texas Instruments Incorporated,TXN,Technology,Semiconductors,202.26,144.46,40.01107573,전기/전자
US4282911084,Hexcel Corporation,HXL,Industrials,Aerospace & Defense,65.82,46.77,40.73123797,제조
US4601461035,International Paper Company,IP,Consumer Cyclical,Packaging & Containers,56.57,31.13,81.72181176,제조
US0200021014,The Allstate Corporation,ALL,Financial Services,Insurance—Property & Casualty,144.46,106.11,36.1417397,금융업
US2605571031,Dow Inc.,DOW,Basic Materials,Chemicals,71.86,43.04,66.96096654,화학
US2193501051,Corning Incorporated,GLW,Technology,Electronic Components,43.47,29.18,48.97189856,전기/전자
US14448C1045,Carrier Global Corporation,CARR,Industrials,Building Products & Equipment,57.97,34.12,69.9003517,제조
NL0009434992,LyondellBasell Industries N.V.,LYB,Basic Materials,Specialty Chemicals,117.22,71.46,64.03582424,화학
US3498531017,Forward Air Corporation,FWRD,Industrials,Integrated Freight & Logistics,125.71,81.15,54.91065927,운송/운수
US60770K1079,"Moderna, Inc.",MRNA,Healthcare,Biotechnology,376.65,115.03,227.436321,의료/의약
US8962391004,Trimble Inc.,TRMB,Technology,Scientific & Technical Instruments,91.96,54.66,68.24002927,IT
CA53680Q2071,Lithium Americas Corp.,LAC.TO,Basic Materials,Other Industrial Metals & Mining,53.09,24.65,115.3752535,철강
IL0011267213,Stratasys Ltd.,SSYS,Technology,Computer Hardware,42.83,13.97,206.5855404,제조
CH0025751329,Logitech International S.A.,LOGN.SW,Technology,Computer Hardware,85.22,43.64,95.27956004,제조
US42806J7000,"Hertz Global Holdings, Inc.",HTZ,Industrials,Rental & Leasing Services,46,15,206.6666667,제조
US98954M2008,"Zillow Group, Inc.",Z,Communication Services,Internet Content & Information,104.05,28.42,266.1154117,서비스/오락/문화
US90138F1021,Twilio Inc.,TWLO,Communication Services,Internet Content & Information,373,64.29,480.1835433,서비스/오락/문화
US98980G1022,"Zscaler, Inc.",ZS,Technology,Software—Infrastructure,376.11,125.12,200.5994246,IT
IL0011582033,Fiverr International Ltd.,FVRR,Communication Services,Internet Content & Information,199.69,29.04,587.637741,서비스/오락/문화
US98980L1017,"Zoom Video Communications, Inc.",ZM,Technology,Software & Applicationpplication,291.31,72.96,299.2735746,IT
KYG508751065,JE Cleantech Holdings Limited,JCSE,Industrials,Specialty Industrial Machinery,23.99,0.801,2895.006242,기계
US98979H3012,Zosano Pharma Corporation,ZSANQ,Healthcare,Biotechnology,29.75,0.1,29650,의료/의약
US82621J1051,"Sientra, Inc.",SIEN,Healthcare,Medical Devices,6.14,0.479,1181.837161,의료/의약
US7493604000,"RCM Technologies, Inc.",RCMT,Industrials,Conglomerates,28.82,5.22,452.1072797,제조
US14365C1036,Carnival Corporation & plc,CUK,Consumer Cyclical,Leisure,24.16,7.43,225.1682369,서비스/오락/문화
US0352551081,"Anika Therapeutics, Inc.",ANIK,Healthcare,Medical Devices,45.81,19.95,129.6240602,의료/의약
CA2483561072,Denison Mines Corp.,DML.TO,Energy,Uranium,2.64,1.19,121.8487395,화학
KYG687071012,PagSeguro Digital Ltd.,PAGS,Technology,Software—Infrastructure,53.05,9.45,461.3756614,IT
US6374171063,"National Retail Properties, Inc.",NNN,Real Estate,REIT—Retail,48.9,38.91,25.67463377,금융업
US9033181036,USD Partners LP,USDP,Industrials,Railroads,6.97,3.95,76.4556962,제조
US75971T3014,ReneSola Ltd,SOL,Technology,Solar,9.72,3.46,180.9248555,기타
KYG1329V2058,Fujian Blue Hat Interactive Entertainment Technology Ltd.,BHAT,Communication Services,Electronic Gaming & Multimedia,8.8,0.599,1369.115192,서비스/오락/문화
US74765K1051,Quantum-Si incorporated,QSI,Healthcare,Biotechnology,9.1,2.22,309.9099099,의료/의약
IL0011595993,InMode Ltd.,INMD,Healthcare,Medical Devices,99.27,20.6,381.8932039,의료/의약
US44916K1060,"Hyperfine, Inc.",HYPR,Healthcare,Medical Devices,16.61,0.82,1925.609756,의료/의약
US97265W1053,"Winc, Inc.",WBEV,Consumer Defensive,Beverages—Wineries & Distilleries,14.2,0.65,2084.615385,제조
JP3436100006,SoftBank Group Corp.,9984.T,Communication Services,Telecom Services,"7,217.00","4,210.00",71.42517815,방송/통신
CNE000001GS3,"Tongwei Co.,Ltd",600438.SS,Consumer Defensive,Farm Products,67.86,35.15,93.05832148,제조
US4062161017,Halliburton Company,HAL,Energy,Oil & Gas Equipment & Services,43.99,20.77,111.7958594,화학
JP3732000009,SoftBank Corp.,9434.T,Communication Services,Telecom Services,"1,600.00","1,410.50",13.43495214,방송/통신
US0192222075,"Allied Healthcare Products, Inc.",AHPI,Healthcare,Medical Devices,9.82,1.3,655.3846154,의료/의약
US69404D1081,"Pacific Biosciences of California, Inc.",PACB,Healthcare,Medical Devices,31.1,3.85,707.7922078,의료/의약
US9285634021,"VMware, Inc.",VMW,Technology,Software—Infrastructure,167.83,91.53,83.36064678,IT
US25400Q2049,Digital World Acquisition Corp.,DWACU,Financial Services,Shell Companies,143.53,10.1,1321.089109,금융업
US7181721090,Philip Morris International Inc.,PM,Consumer Defensive,Tobacco,112.48,85.61,31.38652027,서비스/오락/문화
US46284V1017,Iron Mountain Incorporated,IRM,Real Estate,REIT—Specialty,58.61,41.67,40.65274778,금융업
US3765461070,Gladstone Investment Corporation,GAIN,Financial Services,Asset Management,17.15,11.77,45.70943076,금융업
US56035L1044,Main Street Capital Corporation,MAIN,Financial Services,Asset Management,47.13,32.95,43.03490137,금융업
GB0032164732,JPMorgan Russian Securities plc,JRS.L,Financial Services,Asset Management,938.41,45.2,1976.128319,금융업
CA0679011084,Barrick Gold Corporation,ABX.TO,Basic Materials,Gold,33.5,19.02,76.13038906,철강
BMG3394P1059,Farnova Group Holdings Limited,8153.HK,Communication Services,Advertising Agencies,0.084,0.01,740,서비스/오락/문화
US5502411037,"Lumen Technologies, Inc.",LUMN,Communication Services,Telecom Services,14.5,7.28,99.17582418,방송/통신
US8641591081,"Sturm, Ruger & Company, Inc.",RGR,Industrials,Aerospace & Defense,81.72,49.65,64.59214502,제조
IL0010851827,MIND C.T.I. Ltd,MNDO,Technology,Software & Applicationpplication,3.41,2.14,59.34579439,IT
US53222K2050,LifeVantage Corporation,LFVN,Consumer Defensive,Packaged Foods,7.7,3.465,122.2222222,제조
US3551841022,Franklin Wireless Corp.,FKWL,Technology,Communication Equipment,7.54,2.74,175.1824818,방송/통신
US90328M1071,"USANA Health Sciences, Inc.",USNA,Consumer Defensive,Packaged Foods,103.95,55.7,86.62477558,제조
JP3891600003,"Mitsui E&S Holdings Co., Ltd.",7003.T,Industrials,Aerospace & Defense,597,312,91.34615385,제조
JP3322810007,Sanoyas Holdings Corporation,7022.T,Industrials,Aerospace & Defense,141,117,20.51282051,제조
US04965B1008,Atomera Incorporated,ATOM,Technology,Semiconductor Equipment & Materials,33.13,8.9,272.247191,전기/전자
US8190471016,Shake Shack Inc.,SHAK,Consumer Cyclical,Restaurants,100.85,37.72,167.3647932,서비스/오락/문화
US9004502061,Turtle Beach Corporation,HEAR,Technology,Consumer Electronics,32.15,6.57,389.3455099,전기/전자
US1567271093,Cerence Inc.,CRNC,Technology,Software & Applicationpplication,114.85,15.92,621.419598,IT
US92556H2067,Paramount Global,PARA,Communication Services,Entertainment,41.08,18.8,118.5106383,서비스/오락/문화
US0063513081,"Adams Resources & Energy, Inc.",AE,Energy,Oil & Gas Refining & Marketing,39.89,26.26,51.90403656,화학
US8425871071,The Southern Company,SO,Utilities,Utilities—Regulated Electric,80.57,60.99,32.10362354,전기/전자
US77543R1023,"Roku, Inc.",ROKU,Communication Services,Entertainment,350.6,55.17,535.4903027,서비스/오락/문화
US76655K1034,"Rigetti Computing, Inc.",RGTI,Technology,Computer Hardware,12.75,1.67,663.4730539,제조
CA5592224011,Magna International Inc.,MG.TO,Consumer Cyclical,Auto Parts,113,64.49,75.22096449,IT
DE0007664005,Volkswagen AG,VOW.DE,Consumer Cyclical,Auto Manufacturers,301.4,162.4,85.591133,제조
DE0005140008,Deutsche Bank Aktiengesellschaft,DBK.DE,Financial Services,Banks—Regional,14.64,7.46,96.24664879,금융업
US75886F1075,"Regeneron Pharmaceuticals, Inc.",REGN,Healthcare,Biotechnology,754.67,538.01,40.27062694,의료/의약
US6907321029,"Owens & Minor, Inc.",OMI,Healthcare,Medical Distribution,49.11,24.29,102.1819679,의료/의약
US2533931026,"DICK'S Sporting Goods, Inc.",DKS,Consumer Cyclical,Specialty Retail,142.78,63.45,125.0275808,유통
US8317541063,"Smith & Wesson Brands, Inc.",SWBI,Industrials,Aerospace & Defense,24.26,9.93,144.3101712,제조
US19249M1027,Cohen & Company Inc.,COHN,Financial Services,Capital Markets,23.89,8.11,194.5745993,금융업
US53224K3023,Lightbridge Corporation,LTBR,Industrials,Electrical Equipment & Parts,14.6,4.12,254.368932,전기/전자
US04010L1035,Ares Capital Corporation,ARCC,Financial Services,Asset Management,23,16.71,37.64213046,금융업
US04367G1031,"Asensus Surgical, Inc.",ASXC,Healthcare,Medical Devices,2.31,0.35,560,의료/의약
US35671D8570,Freeport-McMoRan Inc.,FCX,Basic Materials,Copper,51.99,24.8,109.6370968,철강
CNE000000M72,"Wingtech Technology Co.,Ltd",600745.SS,Technology,Communication Equipment,143.88,47.67,201.8250472,방송/통신
CA5362211040,The Lion Electric Company,LEV.TO,Industrials,Farm & Heavy Construction Machinery,18.3,3.88,371.6494845,기계
KYG8601L1106,SVF Investment Corp.,SVFAU,Financial Services,Shell Companies,11.29,8.27,36.51753325,금융업
US91823B1098,UWM Holdings Corporation,UWMC,Financial Services,Mortgage Finance,7.51,2.84,164.4366197,금융업
US88023U1016,"Tempur Sealy International, Inc.",TPX,Consumer Cyclical,"Furnishings, Fixtures & Appliances",48.97,20.03,144.4832751,제조
US70451A1043,"PaySign, Inc.",PAYS,Technology,Software—Infrastructure,3.27,1.15,184.3478261,IT
